"Country"|"InstCode"|"CMSstatus"|"NameCMS"|"NamfCMS"|"lpc-fellows"|"lpc-all"
"USA"|"BROWN-UNIV"|"Yes"|"Kwok"|"Ka Hei Martin"|""|"1"
"USA"|"BROWN-UNIV"|"Yes"|"Mao"|"Zaixing"|""|"1"
"USA"|"BROWN-UNIV"|"Yes"|"Morrison"|"Tyler"|""|"1"
"USA"|"BROWN-UNIV"|"Yes"|"Sagir"|"Sinan"|""|"1"
"USA"|"BROWN-UNIV"|"Yes"|"Syarif"|"Rizki"|""|"1"
"USA"|"BROWN-UNIV"|"Yes"|"Benelli"|"Gabriele"|""|"1"
"USA"|"BROWN-UNIV"|"Yes"|"Cutts"|"David"|""|"1"
"USA"|"BROWN-UNIV"|"Yes"|"Heintz"|"Ulrich"|""|"1"
"USA"|"BROWN-UNIV"|"Yes"|"Hogan"|"Julie Managan"|""|"1"
"USA"|"BROWN-UNIV"|"Yes"|"Jesus"|"Orduna"|""|"1"
"USA"|"BROWN-UNIV"|"Yes"|"Laird"|"Edward"|""|"1"
"USA"|"BROWN-UNIV"|"Yes"|"Piperov"|"Stefan"|""|"1"
"USA"|"BROWN-UNIV"|"Yes"|"Yu"|"David"|""|"1"
"USA"|"CALTECH"|"Yes"|"Xie"|"Si"|""|"1"
"USA"|"CARNEGIE-MELLON"|"Yes"|"Andrews"|"Michael Benjamin"|""|"1"
"USA"|"CARNEGIE-MELLON"|"Yes"|"Mudholkar"|"Tanmay"|""|"1"
"USA"|"CARNEGIE-MELLON"|"Yes"|"Sun"|"Menglei"|""|"1"
"USA"|"CARNEGIE-MELLON"|"Yes"|"Ferguson"|"Thomas"|""|"1"
"USA"|"CARNEGIE-MELLON"|"Yes"|"Russ"|"James"|""|"1"
"USA"|"CARNEGIE-MELLON"|"Yes"|"Vogel"|"Helmut"|""|"1"
"USA"|"CARNEGIE-MELLON"|"Yes"|"Vorobiev"|"Igor"|""|"1"
"USA"|"CHICAGO"|"Yes"|"Hangal"|"Dhanush Anil"|""|"1"
"USA"|"CHICAGO"|"Yes"|"Sandoval Gonzalez"|"Irving Daniel"|""|"1"
"USA"|"CHICAGO"|"Yes"|"Trauger"|"Hallie"|""|"1"
"USA"|"CHICAGO"|"Yes"|"Wang"|"Xiao"|""|"1"
"USA"|"CHICAGO"|"Yes"|"Wang"|"Hui"|""|"1"
"USA"|"CHICAGO"|"Yes"|"Zhang"|"Jingyu"|""|"1"
"USA"|"CHICAGO"|"Yes"|"Apanasevich"|"Leonard"|""|"1"
"USA"|"CHICAGO"|"Yes"|"Berry"|"Douglas"|""|"1"
"USA"|"CHICAGO"|"Yes"|"Cavanaugh"|"Richard"|""|"1"
"USA"|"CHICAGO"|"Yes"|"Evdokimov"|"Olga"|""|"1"
"USA"|"CHICAGO"|"Yes"|"Gerber"|"Cecilia Elena"|""|"1"
"USA"|"CHICAGO"|"Yes"|"Hofman"|"David Jonathan"|""|"1"
"USA"|"CHICAGO"|"Yes"|"Kamin"|"Jason"|""|"1"
"USA"|"CHICAGO"|"Yes"|"Wu"|"Zhenbin"|""|"1"
"USA"|"COLORADO"|"Yes"|"Jensen"|"Frank"|""|"1"
"USA"|"COLORADO"|"Yes"|"Johnson"|"Andrew"|""|"1"
"USA"|"CORNELL"|"Yes"|"Chaves"|"Jorge"|""|"1"
"USA"|"CORNELL"|"Yes"|"Chu"|"Jennifer"|""|"1"
"USA"|"CORNELL"|"Yes"|"Datta"|"Abhisek"|""|"1"
"USA"|"CORNELL"|"Yes"|"Dittmer"|"Susan"|""|"1"
"USA"|"CORNELL"|"Yes"|"Mcdermott"|"Kevin"|""|"1"
"USA"|"CORNELL"|"Yes"|"Mirman"|"Nathan"|""|"1"
"USA"|"CORNELL"|"Yes"|"Quach"|"Dan"|""|"1"
"USA"|"CORNELL"|"Yes"|"Tan"|"Shao Min"|""|"1"
"USA"|"CORNELL"|"Yes"|"Tao"|"Zhengcheng"|""|"1"
"USA"|"CORNELL"|"Yes"|"Zientek"|"Margaret"|""|"1"
"USA"|"CORNELL"|"Yes"|"Alexander"|"James"|""|"1"
"USA"|"CORNELL"|"Yes"|"Bellis"|"Matthew"|""|"1"
"USA"|"CORNELL"|"Yes"|"Cheng"|"Yangyang"|""|"1"
"USA"|"CORNELL"|"Yes"|"Patterson"|"Juliet Ritchie"|""|"1"
"USA"|"CORNELL"|"Yes"|"Rinkevicius"|"Aurelijus"|""|"1"
"USA"|"CORNELL"|"Yes"|"Skinnari"|"Louise"|""|"1"
"USA"|"CORNELL"|"Yes"|"Soffi"|"Livia"|""|"1"
"USA"|"CORNELL"|"Yes"|"Thom"|"Julia"|""|"1"
"USA"|"CORNELL"|"Yes"|"Tucker"|"Jordan"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Albrow"|"Michael"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Apollinari"|"Giorgio"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Banerjee"|"Sunanda"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Bauerdick"|"Lothar A.T."|""|"1"
"USA"|"FERMILAB"|"Yes"|"Berryhill"|"Jeffrey"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Bhat"|"Pushpalatha C."|""|"1"
"USA"|"FERMILAB"|"Yes"|"Bolla"|"Gino"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Burkett"|"Kevin"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Butler"|"Joel Nathan"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Canepa"|"Anadi"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Cheung"|"Harry"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Chlebana"|"Frank"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Christian"|"David"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Cremonesi"|"Matteo"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Elvira"|"Victor Daniel"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Freeman"|"Jim"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Gecse"|"Zoltan"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Gottschalk"|"Erik"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Gray"|"Lindsey"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Gr¸nendahl"|"Stefan"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Gutsche"|"Oliver"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Harris"|"Robert M."|""|"1"
"USA"|"FERMILAB"|"Yes"|"Hasegawa"|"Satoshi"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Hu"|"Zhen"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Hufnagel"|"Dirk"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Jayatilaka"|"Bodhitha"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Jindariani"|"Sergo"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Joshi"|"Umesh"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Klima"|"Boaz"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Kreis"|"Benjamin"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Lammel"|"Stephan"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Linacre"|"Jacob"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Lincoln"|"Don"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Lipton"|"Ron"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Liu"|"Miaoyuan"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Liu"|"Tiehui"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Lopes De S·"|"Rafael"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Maeshima"|"Kaori"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Maruyama"|"Sho"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Mason"|"David"|""|"1"
"USA"|"FERMILAB"|"Yes"|"McBride"|"Patricia"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Merkel"|"Petra"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Mrenna"|"Stephen"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Nahn"|"Steve"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Pedro"|"Kevin"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Rakness"|"Gregory"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Ristori"|"Luciano"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Schneider"|"Basil"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Sexton-Kennedy"|"Elizabeth"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Soha"|"Aron"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Spalding"|"William J."|""|"1"
"USA"|"FERMILAB"|"Yes"|"Spiegel"|"Leonard"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Stoynev"|"Stoyan"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Strait"|"James"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Strobbe"|"Nadja"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Tkaczyk"|"Slawek"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Uplegger"|"Lorenzo"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Vaandering"|"Eric Wayne"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Vernieri"|"Caterina"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Verzocchi"|"Marco"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Weber"|"Hannsjoerg Artur"|""|"1"
"USA"|"FERMILAB"|"Yes"|"Whitbeck"|"Andrew"|""|"1"
"USA"|"FLORIDA-FIU"|"Yes"|"Joshi"|"Yagya Raj"|""|"1"
"USA"|"FLORIDA-FIU"|"Yes"|"Stewart"|"Sean"|""|"1"
"USA"|"FLORIDA-FIU"|"Yes"|"Markowitz"|"Pete"|""|"1"
"USA"|"FLORIDA-FIU"|"Yes"|"Martinez"|"German"|""|"1"
"USA"|"FLORIDA-FIU"|"Yes"|"Rodriguez"|"Jorge Luis"|""|"1"
"USA"|"FLORIDA-STATE"|"Yes"|"Ackert"|"Andrew"|""|"1"
"USA"|"FLORIDA-STATE"|"Yes"|"Bein"|"Samuel"|""|"1"
"USA"|"FLORIDA-STATE"|"Yes"|"Khatiwada"|"Ajeeta"|""|"1"
"USA"|"FLORIDA-STATE"|"Yes"|"Santra"|"Arka"|""|"1"
"USA"|"FLORIDA-STATE"|"Yes"|"Schiber"|"Catherine"|""|"1"
"USA"|"FLORIDA-STATE"|"Yes"|"Adams"|"Todd"|""|"1"
"USA"|"FLORIDA-STATE"|"Yes"|"Johnson"|"Kurtis F."|""|"1"
"USA"|"FLORIDA-STATE"|"Yes"|"Prosper"|"Harrison"|""|"1"
"USA"|"FLORIDA-TECH"|"Yes"|"Bhopatkar"|"Vallary"|""|"1"
"USA"|"FLORIDA-TECH"|"Yes"|"Roy"|"Titas"|""|"1"
"USA"|"FLORIDA-TECH"|"Yes"|"Hohlmann"|"Marcus"|""|"1"
"USA"|"FLORIDA-TECH"|"Yes"|"Noonan"|"Daniel"|""|"1"
"USA"|"FLORIDA-UNIV"|"Yes"|"Wang"|"Sean-Jiun"|""|"1"
"USA"|"FLORIDA-UNIV"|"Yes"|"Acosta"|"Darin"|""|"1"
"USA"|"FLORIDA-UNIV"|"Yes"|"Bourilkov"|"Dimitri"|""|"1"
"USA"|"FLORIDA-UNIV"|"Yes"|"Kim"|"Bockjoo"|""|"1"
"USA"|"FLORIDA-UNIV"|"Yes"|"Korytov"|"Andrey"|""|"1"
"USA"|"FLORIDA-UNIV"|"Yes"|"Mitselmakher"|"Guenakh"|""|"1"
"USA"|"FLORIDA-UNIV"|"Yes"|"Shchutska"|"Lesya"|""|"1"
"USA"|"IOWA"|"Yes"|"Clarida"|"Warren"|""|"1"
"USA"|"IOWA"|"Yes"|"Dilsiz"|"Kamuran"|""|"1"
"USA"|"IOWA"|"Yes"|"Durgut"|"S¸leyman"|""|"1"
"USA"|"IOWA"|"Yes"|"Gandrajula"|"Reddy Pratap"|""|"1"
"USA"|"IOWA"|"Yes"|"Haytmyradov"|"Maksat"|""|"1"
"USA"|"IOWA"|"Yes"|"Khristenko"|"Viktor"|""|"1"
"USA"|"IOWA"|"Yes"|"Mermerkaya"|"Hamit"|""|"1"
"USA"|"IOWA"|"Yes"|"Moeller"|"Anthony"|""|"1"
"USA"|"IOWA"|"Yes"|"Ogul"|"Hasan"|""|"1"
"USA"|"IOWA"|"Yes"|"Ozok"|"Ferhat"|""|"1"
"USA"|"IOWA"|"Yes"|"Snyder"|"Christina"|""|"1"
"USA"|"IOWA"|"Yes"|"Tiras"|"Emrah"|""|"1"
"USA"|"IOWA"|"Yes"|"Wetzel"|"James"|""|"1"
"USA"|"IOWA"|"Yes"|"Zieser"|"Adam"|""|"1"
"USA"|"IOWA"|"Yes"|"Akgun"|"Ugur"|""|"1"
"USA"|"IOWA"|"Yes"|"Bilki"|"Burak"|""|"1"
"USA"|"IOWA"|"Yes"|"Ingram"|"F Duane"|""|"1"
"USA"|"IOWA"|"Yes"|"Merlo"|"Jean-Pierre"|""|"1"
"USA"|"IOWA"|"Yes"|"Mestvirishvili"|"Alexi"|""|"1"
"USA"|"IOWA"|"Yes"|"Nachtman"|"Jane"|""|"1"
"USA"|"IOWA"|"Yes"|"Onel"|"Yasar"|""|"1"
"USA"|"IOWA"|"Yes"|"Rahmat"|"Rahmat"|""|"1"
"USA"|"JOHNS-HOPKINS"|"Yes"|"Cocoros"|"Alice"|""|"1"
"USA"|"JOHNS-HOPKINS"|"Yes"|"Fehling"|"David"|""|"1"
"USA"|"JOHNS-HOPKINS"|"Yes"|"Osherson"|"Marc"|""|"1"
"USA"|"JOHNS-HOPKINS"|"Yes"|"Roskes"|"Jeffrey"|""|"1"
"USA"|"JOHNS-HOPKINS"|"Yes"|"Sarica"|"Ulascan"|""|"1"
"USA"|"JOHNS-HOPKINS"|"Yes"|"You"|"Can"|""|"1"
"USA"|"JOHNS-HOPKINS"|"Yes"|"Blumenfeld"|"Barry"|""|"1"
"USA"|"JOHNS-HOPKINS"|"Yes"|"Maksimovic"|"Petar"|""|"1"
"USA"|"JOHNS-HOPKINS"|"Yes"|"Xiao"|"Meng"|""|"1"
"USA"|"KANSAS-STATE"|"Yes"|"Mendis"|"Dalath Rachitha"|""|"1"
"USA"|"KANSAS-STATE"|"Yes"|"Toda"|"Sachiko"|""|"1"
"USA"|"KANSAS-STATE"|"Yes"|"Kaadze"|"Ketino"|""|"1"
"USA"|"KANSAS-STATE"|"Yes"|"Mohammadi"|"Abdollah"|""|"1"
"USA"|"KANSAS-STATE"|"Yes"|"Saini"|"Lovedeep Kaur"|""|"1"
"USA"|"KANSAS-STATE"|"Yes"|"Skhirtladze"|"Nikoloz"|""|"1"
"USA"|"MARYLAND"|"Yes"|"Ferraioli"|"Charles"|""|"1"
"USA"|"MARYLAND"|"Yes"|"Tonjes"|"Marguerite"|""|"1"
"USA"|"MINNESOTA"|"Yes"|"Evans"|"Andrew"|""|"1"
"USA"|"MINNESOTA"|"Yes"|"Hansen"|"Peter"|""|"1"
"USA"|"MINNESOTA"|"Yes"|"Kalafut"|"Sean"|""|"1"
"USA"|"MINNESOTA"|"Yes"|"Lesko"|"Zachary"|""|"1"
"USA"|"MINNESOTA"|"Yes"|"Turkewitz"|"Jared"|""|"1"
"USA"|"MINNESOTA"|"Yes"|"Kubota"|"Yuichi"|""|"1"
"USA"|"MINNESOTA"|"Yes"|"Mans"|"Jeremy"|""|"1"
"USA"|"MINNESOTA"|"Yes"|"Ruckstuhl"|"Nicole"|""|"1"
"USA"|"NEBRASKA"|"Yes"|"Avdeeva"|"Ekaterina"|""|"1"
"USA"|"NEBRASKA"|"Yes"|"Fangmeier"|"Caleb"|""|"1"
"USA"|"NEBRASKA"|"Yes"|"Kamalieddin"|"Rami"|""|"1"
"USA"|"NEBRASKA"|"Yes"|"Monroy"|"Jose"|""|"1"
"USA"|"NEBRASKA"|"Yes"|"Siado"|"Joaquin Emilo"|""|"1"
"USA"|"NEBRASKA"|"Yes"|"Stieger"|"Benjamin"|""|"1"
"USA"|"NEBRASKA"|"Yes"|"Bartek"|"Rachel"|""|"1"
"USA"|"NEBRASKA"|"Yes"|"Bloom"|"Kenneth"|""|"1"
"USA"|"NEBRASKA"|"Yes"|"Claes"|"Daniel R."|""|"1"
"USA"|"NEBRASKA"|"Yes"|"Dominguez"|"Aaron"|""|"1"
"USA"|"NEBRASKA"|"Yes"|"Gonzalez Suarez"|"Rebeca"|""|"1"
"USA"|"NEBRASKA"|"Yes"|"Kravchenko"|"Ilya"|""|"1"
"USA"|"NEBRASKA"|"Yes"|"Snow"|"Gregory R."|""|"1"
"USA"|"NORTHEASTERN"|"Yes"|"Freer"|"Chad"|""|"1"
"USA"|"NORTHEASTERN"|"Yes"|"Hortiangtham"|"Apichart"|""|"1"
"USA"|"NORTHEASTERN"|"Yes"|"Alverson"|"George"|""|"1"
"USA"|"NORTHEASTERN"|"Yes"|"Barberis"|"Emanuela"|""|"1"
"USA"|"NORTHEASTERN"|"Yes"|"Massironi"|"Andrea"|""|"1"
"USA"|"NORTHEASTERN"|"Yes"|"Morse"|"David Michael"|""|"1"
"USA"|"NORTHEASTERN"|"Yes"|"Orimoto"|"Toyoko"|""|"1"
"USA"|"NORTHEASTERN"|"Yes"|"Trocino"|"Daniele"|""|"1"
"USA"|"NOTRE_DAME"|"Yes"|"Reinsvold"|"Allison"|""|"1"
"USA"|"NOTRE_DAME"|"Yes"|"Hurtado Anampa"|"Kenyi"|""|"1"
"USA"|"NOTRE_DAME"|"Yes"|"Jessop"|"Colin"|""|"1"
"USA"|"NOTRE_DAME"|"Yes"|"Karmgard"|"Daniel John"|""|"1"
"USA"|"NOTRE_DAME"|"Yes"|"Lannon"|"Kevin"|""|"1"
"USA"|"NOTRE_DAME"|"Yes"|"Ruchti"|"Randy"|""|"1"
"USA"|"NOTRE_DAME"|"Yes"|"Wayne"|"Mitchell"|""|"1"
"USA"|"OHIO-STATE"|"Yes"|"Flowers"|"Sean"|""|"1"
"USA"|"OHIO-STATE"|"Yes"|"Hart"|"Andrew"|""|"1"
"USA"|"OHIO-STATE"|"Yes"|"Ji"|"Weifeng"|""|"1"
"USA"|"OHIO-STATE"|"Yes"|"Lefeld"|"Anthony"|""|"1"
"USA"|"OHIO-STATE"|"Yes"|"Liu"|"Bingxuan"|""|"1"
"USA"|"OHIO-STATE"|"Yes"|"Alimena"|"Juliette"|""|"1"
"USA"|"OHIO-STATE"|"Yes"|"Antonelli"|"Louis"|""|"1"
"USA"|"OHIO-STATE"|"Yes"|"Durkin"|"Lloyd Stanley"|""|"1"
"USA"|"OHIO-STATE"|"Yes"|"Francis"|"Brian"|""|"1"
"USA"|"OHIO-STATE"|"Yes"|"Hill"|"Christopher"|""|"1"
"USA"|"OHIO-STATE"|"Yes"|"Luo"|"Wuming"|""|"1"
"USA"|"OHIO-STATE"|"Yes"|"Puigh"|"Darren"|""|"1"
"USA"|"OHIO-STATE"|"Yes"|"Winer"|"Brian L."|""|"1"
"USA"|"OHIO-STATE"|"Yes"|"Wulsin"|"Howard Wells"|""|"1"
"USA"|"PUERTO_RICO"|"Yes"|"Malik"|"Sudhir"|""|"1"
"USA"|"PUERTO_RICO"|"Yes"|"Norberg"|"Scarlet"|""|"1"
"USA"|"PUERTO_RICO"|"Yes"|"Ramirez Vargas"|"Juan Eduardo"|""|"1"
"USA"|"PURDUE"|"Yes"|"Jung"|"Kurt"|""|"1"
"USA"|"PURDUE"|"Yes"|"Peng"|"Cheng-Chieh"|""|"1"
"USA"|"PURDUE"|"Yes"|"Sun"|"Jian"|""|"1"
"USA"|"PURDUE"|"Yes"|"Xiao"|"Rui"|""|"1"
"USA"|"PURDUE"|"Yes"|"Xu"|"Lingshan"|""|"1"
"USA"|"PURDUE"|"Yes"|"Barker"|"Anthony"|""|"1"
"USA"|"PURDUE"|"Yes"|"Folgueras"|"Santiago"|""|"1"
"USA"|"PURDUE"|"Yes"|"Jones"|"Matthew"|""|"1"
"USA"|"PURDUE"|"Yes"|"Jung"|"Andreas Werner"|""|"1"
"USA"|"PURDUE"|"Yes"|"Neumeister"|"Norbert"|""|"1"
"USA"|"PURDUE"|"Yes"|"Radburn-Smith"|"Benjamin Charles"|""|"1"
"USA"|"PURDUE"|"Yes"|"Wang"|"Fuqiang"|""|"1"
"USA"|"PURDUE"|"Yes"|"Xie"|"Wei"|""|"1"
"USA"|"PURDUE-CALUMET"|"Yes"|"Parashar"|"Neeti"|""|"1"
"USA"|"PURDUE-CALUMET"|"Yes"|"Stupak"|"John"|""|"1"
"USA"|"ROCHESTER"|"Yes"|"Duh"|"Yi-ting"|""|"1"
"USA"|"ROCHESTER"|"Yes"|"Dulemba"|"Joseph Lynn"|""|"1"
"USA"|"ROCHESTER"|"Yes"|"Lo"|"Kin Ho"|""|"1"
"USA"|"ROCHESTER"|"Yes"|"Taus"|"Rhys"|""|"1"
"USA"|"ROCHESTER"|"Yes"|"Bodek"|"Arie"|""|"1"
"USA"|"ROCHESTER"|"Yes"|"de Barbaro"|"Pawel"|""|"1"
"USA"|"ROCHESTER"|"Yes"|"Demina"|"Regina"|""|"1"
"USA"|"ROCHESTER"|"Yes"|"Galanti"|"Mario"|""|"1"
"USA"|"ROCHESTER"|"Yes"|"Garcia-Bellido"|"Aran"|""|"1"
"USA"|"ROCHESTER"|"Yes"|"Han"|"Jiyeon"|""|"1"
"USA"|"ROCHESTER"|"Yes"|"Hindrichs"|"Otto"|""|"1"
"USA"|"ROCHESTER"|"Yes"|"Khukhunaishvili"|"Aleko"|""|"1"
"USA"|"ROCHESTER"|"Yes"|"Melissinos"|"Adrian"|""|"1"
"USA"|"ROCHESTER"|"Yes"|"Tan"|"Ping"|""|"1"
"USA"|"ROCHESTER"|"Yes"|"Verzetti"|"Mauro"|""|"1"
"USA"|"ROCHESTER"|"Yes"|"Zielinski"|"Marek"|""|"1"
"USA"|"RUTGERS"|"Yes"|"Apte"|"Ruturaj"|""|"1"
"USA"|"RUTGERS"|"Yes"|"GÛmez Espinosa"|"Tirso Alejandro"|""|"1"
"USA"|"RUTGERS"|"Yes"|"Heindl"|"Maximilian"|""|"1"
"USA"|"RUTGERS"|"Yes"|"Hughes"|"Elliot"|""|"1"
"USA"|"RUTGERS"|"Yes"|"Kaplan"|"Steven"|""|"1"
"USA"|"RUTGERS"|"Yes"|"Kyriacou"|"Savvas"|""|"1"
"USA"|"RUTGERS"|"Yes"|"Sheffield"|"David"|""|"1"
"USA"|"RUTGERS"|"Yes"|"Thomassen"|"Peter"|""|"1"
"USA"|"RUTGERS"|"Yes"|"Lath"|"Amitabh"|""|"1"
"USA"|"RUTGERS"|"Yes"|"Nash"|"Kevin"|""|"1"
"USA"|"SUNY-BUFFALO"|"Yes"|"Alyari"|"Maral"|""|"1"
"USA"|"SUNY-BUFFALO"|"Yes"|"Godshalk"|"Andrew"|""|"1"
"USA"|"SUNY-BUFFALO"|"Yes"|"Harrington"|"Charles"|""|"1"
"USA"|"SUNY-BUFFALO"|"Yes"|"Parker"|"Ashley"|""|"1"
"USA"|"SUNY-BUFFALO"|"Yes"|"Roozbahani"|"Bahareh"|""|"1"
"USA"|"SUNY-BUFFALO"|"Yes"|"Iashvili"|"Ia"|""|"1"
"USA"|"SUNY-BUFFALO"|"Yes"|"Kharchilava"|"Avto"|""|"1"
"USA"|"SUNY-BUFFALO"|"Yes"|"Nguyen"|"Duong"|""|"1"
